artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
The Libertines,Up the Bracket,Time for Heroes,57,160280,0,0.344,0.925,2,-4.157,1,0.0554,0.0106,0.000211,0.0136,0.712,152.395,4,garage
Together Pangea,Badillac,Depress,26,147545,0,0.298,0.918,9,-4.377,1,0.171,0.000111,0.781,0.231,0.379,159.431,4,garage
The Stooges,The Stooges,I Wanna Be Your Dog - 2019 Remaster,59,192324,0,0.523,0.941,4,-4.444,0,0.0377,0.0878,0.148,0.106,0.145,120.67,4,garage
Verge Collection,Flaneur,Last Ciggie,26,309330,0,0.521,0.856,6,-7.409,0,0.0703,0.038,0,0.301,0.201,113.964,4,garage
The Smith Street Band,No One Gets Lost Anymore,"Get High, See Mice",26,330327,0,0.394,0.729,8,-3.724,1,0.0406,0.105,0,0.287,0.317,115.676,4,garage
Polish Club,ReWiggled,Apples and Bananas,26,124610,0,0.444,0.659,9,-8.201,1,0.118,0.0828,0,0.158,0.576,160.732,4,garage
CASTLEBEAT,Half Life,Cinema,53,222089,0,0.46,0.721,2,-7.347,1,0.0308,0.564,0.613,0.14,0.598,84.426,4,garage
Black Rebel Motorcycle Club,Beat the Devil's Tattoo (Deluxe Version),River Styx,41,232786,0,0.539,0.904,0,-3.146,1,0.07,0.0963,0.425,0.0701,0.445,120.096,4,garage
Tommy James & The Shondells,Crimson & Clover,Crystal Blue Persuasion,55,242320,0,0.621,0.341,9,-11.447,1,0.049,0.102,7.78e-05,0.0652,0.578,98.554,4,garage
Leon Vynehall,Nothing Is Still,Movements (Chapter III),55,231640,0,0.52,0.304,11,-15.255,0,0.0284,0.816,0.366,0.0948,0.0392,103.981,4,garage
Lunar Vacation,Swell,Swimming,49,280251,0,0.435,0.404,4,-13.252,1,0.0266,0.0366,0.351,0.117,0.366,154.959,3,garage
Kidnap,Grow,Start Again,44,240000,0,0.807,0.563,9,-6.07,0,0.0481,0.0209,0.152,0.0836,0.654,118.991,3,garage
So Solid Crew,Oh No (Sentimental Things),Oh No (Sentimental Things) - Radio Edit,25,186626,0,0.868,0.718,1,-5.724,0,0.236,0.0184,0.000163,0.0954,0.905,131.626,4,garage
The White Stripes,De Stijl,Apple Blossom,54,133293,0,0.537,0.454,9,-7.896,1,0.0551,0.65,0.000154,0.0852,0.626,128.193,4,garage
Arctic Monkeys,Suck It and See,All My Own Stunts,51,232280,0,0.511,0.943,2,-4.934,1,0.0537,0.00135,0.0181,0.187,0.531,127.283,4,garage
Debbies,Comfort Zone,Comfort Zone,25,140800,0,0.558,0.782,1,-4.231,1,0.0369,0.000753,0,0.0734,0.905,132.642,4,garage
Los Shadows,NOT a Safe Space,R.I.P. House Shows,26,173545,0,0.581,0.742,2,-6.747,1,0.0528,0.0171,1.18e-05,0.0775,0.67,82.965,4,garage
Loving,If I Am Only My Thoughts,If I Am Only My Thoughts,49,173488,0,0.486,0.543,10,-5.826,1,0.0317,0.691,4.56e-05,0.221,0.509,189.534,4,garage
The Trashmen,Surfin' Bird,Surfin' Bird,54,143293,0,0.587,0.968,11,-9.393,1,0.0527,0.000869,0.000606,0.329,0.845,99.231,4,garage
Divino Niño,Last Spa on Earth,I Am Nobody,25,267502,0,0.386,0.852,10,-5.276,1,0.0569,0.0437,1.78e-06,0.0921,0.337,129.032,4,garage
Ariel Pink,Dedicated to Bobby Jameson,Another Weekend,50,254520,0,0.383,0.513,6,-5.377,0,0.0278,0.125,0.000123,0.241,0.388,108.536,4,garage
The Heavy,The Glorious Dead,Can't Play Dead,44,260180,1,0.603,0.82,4,-6.145,0,0.051,0.000506,2.34e-06,0.13,0.408,103.907,4,garage
Kasabian,For Crying Out Loud (Deluxe),You're in Love with a Psycho,60,215693,0,0.721,0.805,11,-5.049,0,0.0473,0.0193,0.000107,0.342,0.711,120.009,4,garage
?,Room On Fire,Meet Me in the Bathroom,53,176160,0,0.427,0.941,7,-3.973,1,0.0336,6.7e-05,0.89,0.0772,0.587,139.956,4,garage
?,Tried My Best,Tried My Best,25,168698,1,0.347,0.871,9,-10.133,1,0.0405,1.38e-05,0.569,0.324,0.452,162.789,4,garage
Gøggs,Pre Strike Sweep,Space Rinse,24,90986,0,0.141,0.93,2,-5.571,1,0.0764,8.94e-05,0,0.109,0.426,171.567,4,garage
Dumb Punts,Coupla Couplas,Pissed On,25,111041,0,0.268,0.909,9,-4.284,1,0.149,0.000767,0.755,0.357,0.713,156.24,4,garage
The Sueves,Change Your Life,Made up Song,25,82156,0,0.335,0.905,6,-6.615,1,0.0995,0.103,0.792,0.491,0.42,113.911,4,garage
Shannon & The Clams,Gone by the Dawn,How Long,25,225610,?,0.362,0.462,7,-11.32,1,0.0376,0.297,0.00121,0.0954,0.0895,112.811,4,garage
C.O.F.F.I.N,Piss~up,Locals Only,26,150800,1,0.637,0.833,2,-4.429,1,0.0361,0.00046,0.00132,0.187,0.783,145.937,4,garage
Tijuana Panthers,Halfway to Eighty,Quantum Entenmann's,25,126560,0,0.547,0.784,11,-9.338,0,0.0489,0.028,0.645,0.0904,0.695,130.481,4,garage
Guantanamo Baywatch,Chest Crawl,Diana,24,156546,?,0.424,0.713,5,-5.287,1,0.0346,0.721,0.418,0.115,0.714,133.282,4,garage
The Grogans,Grogan Grove,Abando,25,281493,0,0.705,0.448,10,-9.223,1,0.0437,0.00116,0.00863,0.119,0.473,128.059,4,garage
Pogo Car Crash Control,Fréquence violence,Recommence à zéro,26,238973,1,0.521,0.87,8,-5.657,0,0.0402,0.000473,0.318,0.136,0.356,73.487,4,garage
Billy Childish;Dan Melchior,Root Damage,Length of Pipe,26,130772,0,0.481,0.953,2,-3.449,0,0.207,0.833,0.647,0.381,0.764,146.351,4,garage
Cocktail Slippers,Shout It out Loud!,She Devil (Shout It out Loud!),26,181760,0,0.458,0.909,0,-5.005,1,0.0594,0.000275,1.73e-06,0.683,0.654,142.015,4,garage
Shannon & The Clams,Dreams in the Rat House,Into a Dream,25,176346,0,0.308,0.771,11,-6.873,1,0.039,0.0679,0.00182,0.118,0.772,140.334,4,garage
The Black Keys,Magic Potion,Your Touch,62,162586,0,0.532,0.768,4,-8.698,0,0.0551,0.8,2.01e-05,0.377,0.698,116.026,4,garage
Dear Seattle,Here to Stay,Here to Stay,25,251253,0,0.502,0.849,8,-2.565,1,0.0405,0.00628,0,0.244,0.275,129.016,4,garage
The Smith Street Band,More Scared Of You Than You Are Of Me,It Kills Me To Have To Be Alive,?,183053,1,0.421,0.435,8,-5.219,1,0.0323,0.608,0,0.102,0.0962,113.86,4,garage
British India,Thieves,God Is Dead (Meet The Kids),26,209360,0,0.445,0.834,8,-4.792,1,0.0306,0.000645,3.66e-06,0.0695,0.272,125.482,4,garage
Pist Idiots,Ticker,Roundhouse,25,203431,0,0.371,0.991,11,-3.137,0,0.18,1.86e-05,0.00723,0.335,0.438,133.6,4,garage
WAAX,Most Hated Girl,Most Hated Girl,26,168606,1,0.364,0.962,0,-2.526,1,0.0967,0.000346,0,0.086,0.602,157.4,4,garage
Märvel,Guilty Pleasures,Sultans of Swing,26,312880,0,0.293,0.965,2,-3.892,0,0.0787,0.00389,0.00588,0.285,0.259,90.167,4,garage
Bad//Dreems,Dogs At Bay,My Only Friend,27,178286,?,0.558,0.891,9,-3.215,0,0.0363,0.00113,7.69e-05,0.208,0.583,129.951,4,garage
Together Pangea,Badillac,Why,25,146600,0,0.31,0.805,0,-4.486,1,0.0453,2.06e-05,0.0192,0.389,0.471,101.936,4,garage
DZ Deathrays,ReWiggled,Hot Potato,26,75568,0,0.373,0.801,0,-6.392,1,0.0593,0.000166,0.00013,0.875,0.401,172.274,4,garage
Private Function,I'm This Far Away (From Being The Worst Person You've Ever Met),I'm This Far Away (From Being The Worst Person You've Ever Met),26,96914,0,0.293,0.96,11,-3.762,1,0.0574,0.00112,0,0.151,0.544,105.272,4,garage
The Smith Street Band,Don't Waste Your Anger,The End Of The World,26,196197,0,0.66,0.742,11,-4.58,1,0.0884,0.028,0,0.138,0.682,132.047,4,garage
Cash Savage and the Last Drinks,One of Us,Run With the Dogs,27,309583,0,0.577,0.891,11,-6.274,0,0.0355,0.00219,0.243,0.0958,0.297,94.498,4,garage
The Smith Street Band,Don't Waste Your Anger,Don't Waste Your Anger,26,388087,0,0.252,0.825,11,-5.023,1,0.0499,0.00248,0.000577,0.638,0.134,125.021,4,garage
Sly Withers,Gardens,My Bullshit,26,226586,1,0.563,0.879,11,-4.882,1,0.0406,0.00403,0.000449,0.189,0.322,130.016,4,garage
The Saints,Eternally Yours,This Perfect Day - 2004 Remaster,28,150306,0,0.202,0.893,9,-4.599,1,0.0474,6.83e-05,0.0974,0.0663,0.773,160.703,4,garage
Joseph Huber,The Suffering Stage,Souls Without Maps,27,396066,0,0.629,0.601,2,-8.956,1,0.0429,0.516,9.71e-06,0.292,0.441,148.525,4,garage
The Saints,(I'm) Stranded,Messin' With The Kid - 2004 Remaster,28,355093,0,0.232,0.804,0,-6.342,0,0.0437,2.39e-06,0.0176,0.0769,0.423,138.536,4,garage
Trolls;Thomas Karallus;Lena Meyer-Landrut;Mark Forster;Friederike Walke;Kerstin Sanders-Dornseif;Nic Romm;Robert Griesbach;Jan-David Rönfeldt;Rubina Nath;Bastian Sierich;Maximiliane Häcke;Bianca Krahl;Patrick Bach;Leonhard Mahlich;Timmo Niesner;Helmut Gauß;Marius Clarén,Trolls (Das Original-Hörspiel zum Kinofilm),Trolls - Teil 2,25,181198,0,0.654,0.433,9,-10.617,0,0.898,0.679,0,0.546,0.641,104.165,4,garage
Ariel Pink;DāM-FunK,Mature Themes,Baby,56,287426,0,0.621,0.252,2,-14.359,1,0.0331,0.435,0.467,0.0941,0.336,92.586,4,garage
CASTLEBEAT,VHS,Tennis,50,176700,0,0.619,0.701,9,-11.653,1,0.0324,0.874,0.946,0.121,0.706,100.101,4,garage
?,Sweet Sour,You're Not Pretty but You Got It Goin' On,33,185226,0,0.283,0.872,4,-6.545,0,0.0594,0.00991,0.0884,0.0828,0.337,160.524,4,garage
Jaded Juice Riders,Bowl Cut,Ready To Go,51,141741,0,0.432,0.88,11,-7.388,1,0.0503,0.000221,0.462,0.362,0.655,178.032,4,garage
George FitzGerald;Panda Bear,Passed Tense,Passed Tense,47,241087,?,0.681,0.826,8,-6.72,1,0.0547,0.362,0.0132,0.14,0.549,123.996,4,garage
Arctic Monkeys,Fluorescent Adolescent,Plastic Tramp,49,173520,0,0.361,0.87,7,-4.527,1,0.136,0.00102,0.000896,0.438,0.472,175.133,4,garage
The Symposium,Drugs,Poison,51,182778,0,0.283,0.603,5,-11.205,1,0.0475,0.00694,0.266,0.113,0.476,174.541,4,garage
Ethanol Blend,Set In Stone,Set In Stone,25,168500,0,0.619,0.357,2,-11.976,1,0.0335,0.276,0.0508,0.117,0.218,120.018,4,garage
Sick Thoughts,Heaven is No Fun,E.M.P.,23,96293,1,0.255,0.977,11,-1.87,0,0.0975,1.65e-05,0.798,0.334,0.508,108.335,4,garage
The Growlers,Chinese Fountain,Big Toe,55,151719,0,0.51,0.766,4,-5.814,0,0.0279,0.00943,3.1e-05,0.0679,0.729,132.162,4,garage
Royal Blood,Royal Blood,Come on Over,53,173826,0,0.505,0.906,7,-5.127,1,0.0399,0.000333,0.000127,0.29,0.553,107.855,4,garage
Hockey Dad,In This State,In This State,26,182730,0,0.308,0.928,5,-4.072,0,0.0718,0.00139,1.1e-05,0.232,0.354,162.08,4,garage
Mini Skirt,Casino,Pressure,25,155146,0,0.325,0.682,11,-5.554,0,0.0349,2.24e-05,0.0166,0.195,0.644,175.417,4,garage
The Vacant Lots,Consolation Prize,Consolation Prize,38,143400,0,0.467,0.851,11,-5.797,1,0.0379,0.0024,0.58,0.268,0.237,159.93,4,garage
Arctic Monkeys,I Bet You Look Good On The Dancefloor,I Bet You Look Good On The Dancefloor,53,176466,0,0.538,0.966,6,-3.621,0,0.0358,0.000112,0,0.334,0.733,103.172,4,garage
Phase II,Reachin',Reachin' - Brotherhood Mix,25,352120,0,0.724,0.913,0,-6.313,1,0.18,0.0118,0,0.0801,0.804,120.873,4,garage
The Stooges,The Stooges,I Wanna Be Your Dog,59,188560,0,0.527,0.871,4,-8.708,1,0.0354,0.0229,0.155,0.419,0.107,120.722,4,garage
Ruby Fields,Been Doin' It For A Bit,Clothes Line,26,202408,0,0.6,0.689,7,-5.126,1,0.0469,0.187,0,0.0659,0.366,129.976,4,garage
Pist Idiots,Pist Idiots,Surry Hills,26,174250,0,0.42,0.649,11,-12.494,0,0.072,0.000724,0.00653,0.151,0.427,149.848,4,garage
Bad//Dreems,Badlands,Too Old,26,167251,0,0.566,0.86,2,-7.273,1,0.0287,4.41e-05,0.894,0.253,0.456,133.956,4,garage
Children Collide,Theory Of Everything,Loveless,27,304066,0,0.359,0.706,4,-4.236,0,0.0338,0.0132,0.00059,0.114,0.266,86.005,4,garage
Peter Matthew Bauer,Flowers,Flowers,25,262305,0,0.202,0.939,5,-5.83,1,0.111,0.0709,0.243,0.26,0.487,81.78,5,garage
The Fratellis,"Yes Sir, I Can Boogie","Yes Sir, I Can Boogie",45,274400,0,0.58,0.819,1,-7.485,1,0.03,0.00234,0.00464,0.0864,0.328,120.019,4,garage
Sad Park,It's All Over,Nothing Ever,26,220314,0,0.531,0.96,7,-6.42,1,0.0907,9.95e-05,0.649,0.0766,0.377,98.982,4,garage
The Red Pears,"For Today, for Tomorrow, for What Is, for What Could've Been",1969,25,158103,?,0.575,0.4,3,-7.674,1,0.0598,0.000348,0.00263,0.0536,0.0724,110.199,4,garage
Lyres,On Fyre,Don't Give It Up Now,25,249866,0,0.465,0.901,10,-6.02,1,0.047,0.000624,0.321,0.0718,0.729,154.932,4,garage
Night Birds,Roll Credits,My Dad Is the B.T.K.,28,142022,0,0.52,0.951,11,-5.118,0,0.0554,0.00141,0.00506,0.199,0.704,108.086,4,garage
Ron Gallo,HEAVY META,"Young Lady, You're Scaring Me",59,220538,0,0.371,0.921,9,-5.533,1,0.0784,0.0113,2.7e-05,0.43,0.508,109.675,4,garage
Peter Bibby,Butcher / Hairstylist / Beautician,Stinking Rich,25,285280,1,0.446,0.765,9,-7.322,0,0.0418,0.211,0,0.295,0.418,128.136,4,garage
The Buttertones,Gravedigging,Neon Cowboy,26,182546,0,0.423,0.956,7,-3.549,1,0.0599,0.00134,0.252,0.268,0.682,155.002,4,garage
Polish Club,Now We're Cookin',Just Talking,25,182626,1,0.638,0.894,9,-4.922,1,0.0416,0.138,1.19e-06,0.0998,0.852,140.052,4,garage
Soaked Oats,Stone Fruit Melodies,Cherry Brother,26,225378,0,0.544,0.868,4,-7.612,1,0.0568,0.000872,0.014,0.0714,0.912,151.097,4,garage
New Bomb Turks,Scared Straight,Hammerless Nail,27,146760,0,0.266,0.968,10,-6.255,0,0.104,0.000243,0,0.138,0.574,111.652,4,garage
Japanther,Skuffed Up My Huffy,Tender People,25,106080,0,0.641,0.844,1,-6.542,0,0.0655,0.0742,0.726,0.0788,0.523,96.298,4,garage
Protomartyr,Under Color of Official Right,Trust Me Billy,26,134426,0,0.392,0.665,5,-7.822,0,0.033,0.0078,0.816,0.551,0.617,146.53,4,garage
Royal Headache,Royal Headache,Never Again,24,129639,0,0.176,0.753,0,-5.754,1,0.044,1.07e-05,0.839,0.199,0.47,102.101,4,garage
The Red Pears,"For Today, for Tomorrow, for What Is, for What Could've Been",Arthur,25,173892,0,0.378,0.763,9,-5.626,1,0.0335,0.117,0.0169,0.339,0.501,139.674,4,garage
Mando Diao,I solnedgången,Vägen hem,26,216750,0,0.465,0.402,9,-8.386,0,0.0287,0.173,5.38e-05,0.433,0.303,109.993,3,garage
Together Pangea,Bulls and Roosters,Better Find Out,25,103100,0,0.417,0.981,9,-3.58,1,0.134,2.81e-05,1.23e-06,0.155,0.227,99.253,4,garage
West Thebarton,Different Beings Being Different,Stuck on You,25,210426,0,0.475,0.932,2,-3.588,1,0.0536,0.00102,0.000223,0.278,0.83,147.94,4,garage
The Red Pears,We Bring Anything to the Table... Except Tables We Can't Bring Tables to the Table,Time Bomb,25,176065,0,0.442,0.8,4,2.574,1,0.0686,0.262,1.04e-06,0.664,0.369,118.053,4,garage
Kasabian,Match Of The Day,Underdog - Radio Edit,27,233386,0,0.533,0.881,5,-5.588,0,0.0437,0.0252,0,0.38,0.911,100.986,4,garage
Cut Worms,Nobody Lives Here Anymore,All The Roads,26,354485,0,0.542,0.321,2,-10.701,1,0.0289,0.504,0.000389,0.0465,0.498,112.462,4,garage
Leatherface,Mush,Not A Day Goes By,27,158840,1,0.381,0.957,0,-10.95,1,0.0622,9.87e-05,0.39,0.287,0.385,149.085,4,garage
The Bennies,Better off Dread,My Bike,26,111986,1,0.423,0.92,2,-4.251,1,0.0422,0.00149,0,0.108,0.587,95.223,4,garage
Enjoy,Another Word for Joy,Lifespan (I Hope It's Long),25,100962,0,0.497,0.799,0,-13.504,1,0.0524,0.195,0.49,0.32,0.536,101.413,4,garage
Thee Oh Sees,Help,Meat Step Lively,26,168560,0,0.431,0.871,0,-6.846,1,0.039,0.00102,0.881,0.379,0.667,137.895,4,garage
Ola & The Janglers,Lime Light,Alex Is The Man,26,170066,0,0.541,0.775,9,-8.183,0,0.0398,0.0967,0,0.32,0.927,99.624,4,garage
Dead Moon,Defiance,Johnny's Got a Gun,24,187816,0,0.508,0.769,9,-6.922,1,0.0958,0.375,3.66e-06,0.123,0.392,143.432,4,garage
Eagles Of Death Metal,Zipper Down,Got The Power,26,208440,0,0.46,0.882,1,-4.91,1,0.0641,0.00203,0.0103,0.0996,0.658,143.926,4,garage
Phaeleh;Soundmouse,Fallen Light,Afterglow,?,280810,0,0.342,0.277,5,-12.568,0,0.0403,0.052,0.188,0.0897,0.102,139.951,4,garage
Sisyfuss,The New Happiness,HML,48,259384,0,0.636,0.646,6,-12.22,0,0.416,0.401,1.28e-06,0.639,0.546,130.002,4,garage
Mark Whalen,Morning Glory,Oh Susan,49,208000,0,0.781,0.443,3,-11.118,1,0.038,0.623,0.00942,0.113,0.612,90.03,4,garage
Ariel Pink,pom pom,Lipstick,54,200293,0,0.472,0.832,3,-3.278,0,0.0339,0.00058,0.000255,0.256,0.839,134.957,4,garage
Jamie xx,In Colour,Obvs,52,231039,0,0.652,0.392,5,-12.603,0,0.0381,0.857,0.926,0.0817,0.407,76.03,4,garage
Drugdealer;Weyes Blood,The End Of Comedy,Suddenly,56,197040,0,0.651,0.465,4,-7.538,1,0.0328,0.503,0.0455,0.495,0.585,107.75,4,garage
Kidnap,Cold Water,Untroubled,48,240250,0,0.77,0.891,7,-8.795,1,0.062,0.13,0.841,0.102,0.483,125.003,4,garage
Lunar Vacation,Swell,Blue Honey,49,154960,0,0.44,0.579,6,-13.841,0,0.0555,0.0263,0.0157,0.345,0.503,159.921,4,garage
Mis-Teeq;Stargate,Eye Candy (Deluxe),Scandalous - StarGate Radio Mix,37,238560,0,0.749,0.684,0,-3.469,0,0.0367,0.0555,0,0.119,0.637,99.995,4,garage
Royal Blood,Honeybrains,Honeybrains,58,186847,0,0.523,0.8,9,-5.243,1,0.101,0.00537,0,0.398,0.604,125.886,3,garage
Arctic Monkeys,Live at the Royal Albert Hall,Crying Lightning - Live,51,240706,0,0.329,0.867,9,-7.588,0,0.116,0.0167,0,0.442,0.324,104.671,4,garage
The Black Keys,Going Down South,Going Down South,44,228972,0,0.475,0.762,11,-7.452,0,0.0391,0.0018,0.0493,0.285,0.619,113.682,4,garage
?,Bedroom,Happy,57,226594,0,0.51,0.805,6,-6.475,1,0.039,0.0128,0.912,0.254,0.792,171.957,4,garage
El Shirota,Niebla,Niebla,26,163332,0,0.478,0.95,7,-6.205,1,0.0459,0.00256,3.78e-05,0.231,0.688,122.578,4,garage
The Greenhornes,Dual Mono,There Is An End,49,185573,0,0.704,0.381,6,-11.984,0,0.0301,0.112,0.00078,0.303,0.842,107.074,4,garage
Institute,Readjusting the Locks,M.P.S.,24,134913,0,0.2,0.982,11,-4.143,0,0.116,1.18e-05,0.847,0.165,0.218,175.79,4,garage
The Strokes,Room On Fire,You Talk Way Too Much,53,186266,0,0.304,0.971,4,-3.226,1,0.0351,0.0594,0.955,0.0799,0.695,127.856,4,garage
Rotten Mind,Unflavored,Drifter,24,214746,0,0.237,0.98,2,-5.674,1,0.101,3.84e-06,0.0272,0.361,0.258,190.074,4,garage
The White Stripes,Elephant,Ball and Biscuit,58,438551,0,0.506,0.655,9,-7.21,1,0.164,0.0278,0.173,0.102,0.612,77.406,4,garage
The Birthday,サンバースト,月光,25,299093,0,0.325,0.876,6,-3.764,0,0.102,0.0174,0.0273,0.103,0.497,178.987,4,garage
Ethanol Blend,The Blend Part 2.,River,25,204074,0,0.396,0.601,1,-11.623,1,0.034,0.00493,0.136,0.152,0.649,85.619,4,garage
andymori,ファンファーレと熱狂,ずっとグルーピー,27,108786,0,0.621,0.915,8,-5.198,0,0.0325,0.00149,1.01e-05,0.126,0.847,109.979,4,garage
The Red Pears,Alicia,Shores,25,200021,0,0.33,0.157,4,-9.526,1,0.0357,0.423,0,0.0945,0.213,125.23,3,garage
Tony Molina,Dissed and Dismissed,Change My Ways,27,72339,0,0.233,0.818,2,-10.238,1,0.0375,0.215,0.0689,0.296,0.76,164.429,4,garage
The Frights,The Frights,Hard Ticket,26,276793,0,0.366,0.816,4,-3.34,1,0.0381,0.0146,0.411,0.312,0.646,95.51,4,garage
Black Lips,Lost Angel,No Rave,23,191553,0,0.462,0.821,0,-5.309,1,0.042,0.00031,0,0.32,0.391,124.979,4,garage
The Grogans,Grogan Grove,Conflicting,25,191149,0,0.628,0.553,2,-7.419,1,0.0261,0.00151,2.92e-06,0.191,0.468,114.981,4,garage
Goons Of Doom,Revenge Of The Goons,Back to You,24,253133,0,0.372,0.933,1,-3.391,0,0.0739,0.00767,0.00296,0.13,0.409,165.36,4,garage
The Hives,Tyrannosaurus Hives,Two-Timing Touch and Broken Bones,58,120506,0,0.342,0.992,11,-3.251,0,0.0632,0.019,0.00604,0.101,0.938,165.23,4,garage
These New South Whales,Bending at the Knee,Bending at the Knee,24,225753,0,0.226,0.93,0,-3.538,1,0.115,0.000206,3.16e-05,0.753,0.228,129.854,4,garage
Kasabian,Velociraptor!,Goodbye Kiss,54,243960,0,0.615,0.836,7,-4.648,1,0.0419,0.0788,0,0.62,0.877,123.005,4,garage
The Red Pears,"For Today, for Tomorrow, for What Is, for What Could've Been",Mountains,25,270139,1,0.323,0.329,3,-10.273,1,0.0325,0.992,0.000464,0.35,0.272,133.018,3,garage
Dear Seattle,Dear Seattle,Cut You Deep,25,178294,1,0.563,0.93,2,-6.755,1,0.0447,0.00102,0.000193,0.0644,0.627,123.966,4,garage
Pile,Magic Isn't Real,Uncle Jill,26,197880,0,0.321,0.722,10,-9.008,1,0.046,0.0156,0.482,0.155,0.101,134.479,4,garage
The Orwells,Terrible Human Beings,Creatures,25,150546,0,0.121,0.875,11,-4.037,0,0.0617,6.88e-05,0.217,0.106,0.361,182.597,4,garage
?,Strawberry Skies,Excuse Me,25,246137,0,0.313,0.908,1,-5.062,0,0.0553,0.00042,0.0489,0.206,0.451,184.135,4,garage
Scott H. Biram,Nothin' But Blood (Bonus Track Version),Slow & Easy,29,259746,0,0.594,0.481,7,-8.246,1,0.0403,0.82,0.000183,0.102,0.57,114.161,4,garage
Shannon & The Clams,Mama,Mama,25,170813,0,0.354,0.62,4,-5.898,1,0.0302,0.0424,0,0.225,0.528,136.82,4,garage
Beach Goons,Beach Goons on Audiotree Live,Hrsb - Audiotree Live Version,26,184073,0,0.374,0.921,11,-6.918,1,0.0455,0.0356,0.646,0.386,0.484,138.795,4,garage
C.O.F.F.I.N,Children Of Finland Fighting in Norway,Cum In The Street,25,153973,1,0.456,0.982,11,-4.269,0,0.105,0.000503,0.543,0.312,0.517,108.568,4,garage
The Abigails,Tundra,The One That Let Me Go,24,132093,0,0.725,0.451,5,-9.194,1,0.037,0.692,1.23e-05,0.109,0.962,156.035,4,garage
The Buckinghams,Pop Classics Of The 60's,Kind of a Drag,26,124760,0,0.26,0.506,7,-15.18,1,0.0409,0.703,0.0013,0.285,0.621,139.019,4,garage
Possessed by Paul James,There Will Be Nights When I'm Lonely,There Will Be Nights When I'm Lonely,26,233160,0,0.376,0.672,0,-7.677,1,0.0579,0.879,4.02e-05,0.221,0.705,126.843,3,garage
The Spits,The Spits,Rat Face,24,100680,0,0.367,0.973,1,-2.623,1,0.0798,0.487,2.21e-05,0.148,0.482,198.302,4,garage
Le Butcherettes,Kiss & Kill,I'm Queen,25,99306,0,0.332,0.831,5,-9.185,0,0.0431,0.000291,0.0404,0.326,0.71,129.179,4,garage
Shannon & The Clams,Year Of The Spider,Snakes Crawl,24,197546,0,0.286,0.426,0,-5.753,1,0.0284,0.637,8.78e-05,0.282,0.245,143.455,4,garage
The Hives,Hate to Say I Told You So (Live) [Radio Edit],Hate to Say I Told You So (Live) [Radio Edit],24,248395,?,0.371,0.935,2,-6.006,0,0.0732,0.0306,0.00011,0.863,0.487,138.458,4,garage
The Fuzztones,Lysergic Legacy - The Very Best Of,Bad News Travels Fast,24,161506,0,0.458,0.859,7,-4.86,0,0.0337,0.453,0.00683,0.208,0.883,82.244,4,garage
The Saints,Eternally Yours,Private Affair - 2004 Remaster,27,125026,0,0.255,0.955,4,-4.835,1,0.0946,3.55e-05,0.828,0.398,0.748,188.441,4,garage
Trolls;Thomas Karallus;Lena Meyer-Landrut;Mark Forster;Friederike Walke;Kerstin Sanders-Dornseif;Nic Romm;Robert Griesbach;Jan-David Rönfeldt;Rubina Nath;Bastian Sierich;Maximiliane Häcke;Bianca Krahl;Patrick Bach;Leonhard Mahlich;Timmo Niesner;Helmut Gauß;Marius Clarén,Trolls (Das Original-Hörspiel zum Kinofilm),Trolls - Teil 3,25,186119,0,0.691,0.32,2,-12.514,1,0.918,0.723,0,0.59,0.632,80.449,3,garage
Banes World;Dancody,The Upper East,The Upper East,45,166161,1,0.498,0.508,2,-7.262,0,0.0351,0.439,0,0.501,0.376,77.583,4,garage
RICEWINE,Flood,Today,47,200843,0,0.742,0.389,9,-15.881,1,0.0391,0.919,0.465,0.108,0.542,115.045,4,garage
Hala,Spoonfed,"What Is Love? Tell Me, Is It Easy?",51,230546,0,0.801,0.41,7,-12.359,1,0.0322,0.187,0.0258,0.0993,0.719,125.133,4,garage
Mild High Club,Skiptracing,Kokopelli,48,175459,0,0.463,0.33,1,-10.737,1,0.0384,0.32,0.0818,0.525,0.168,146.649,4,garage
The Libertines,Can't Stand Me Now,Never Never,52,147133,0,0.688,0.802,11,-4.321,1,0.0683,0.000384,0.0008,0.0652,0.649,111.63,4,garage
Cottonwood Firing Squad,Mister Church,Mister Church,44,282267,0,0.561,0.485,9,-9.244,1,0.0427,0.832,0.00838,0.116,0.661,186.14,4,garage
The Strokes,Future Present Past,Oblivius,54,299232,0,0.468,0.888,8,-4.463,1,0.0517,0.0957,0.648,0.151,0.432,102.959,4,garage
The White Stripes,White Blood Cells,Little Room,46,50373,0,0.456,0.738,2,-3.777,1,0.0434,0.00925,0,0.0692,0.705,173.406,4,garage
The Vines,Wicked Nature,Metal Zone,57,144860,0,0.506,0.88,7,-5.005,0,0.0523,0.00256,0.266,0.191,0.283,132.162,4,garage
Pity Party (Girls Club),Hard Times / Bad Trips,Stuck on u,47,80065,?,0.401,0.339,11,-11.247,1,0.0422,0.908,0.00028,0.211,0.219,97.273,4,garage
Armand Van Helden,Nympho,My My My,65,182266,0,0.652,0.733,7,-8.207,1,0.246,0.00672,0.00867,0.0392,0.744,127.533,4,garage
